Transaction_Amount,Account_Balance,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Age,Transaction_Year,Transaction_Month,Transaction_Day,Transaction_DayOfWeek,Amount_to_Balance_Ratio,High_Amount_Flag,High_Transaction_Frequency,Transaction_Type_Bank Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Fraud_Label
47.77,74747.37,0,11,123,2023,1,15,6,0.0006390774808868743,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
28.88,89747.14,0,5,158,2023,12,2,5,0.00032178939864380477,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
55.7,71760.03,1,2,137,2023,10,4,2,0.0007761872983149769,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
115.35,69819.64,0,5,205,2023,8,8,1,0.0016520902701550716,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
118.55,36149.06,0,8,178,2023,3,31,4,0.0032793859816553556,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
89.4,44404.13,0,2,91,2023,11,16,3,0.0020132808979503045,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
119.49,45181.74,0,11,152,2023,3,5,6,0.0026445939312224093,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
149.99,57648.7,0,2,17,2023,5,30,1,0.0026017481443962416,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
84.78,90520.25,1,4,203,2023,4,30,6,0.0009365756659347943,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19.5,96372.15,0,14,85,2023,2,27,0,0.00020233851440987455,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
80.36,20036.92,0,4,186,2023,9,22,4,0.004010396288636745,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
272.17,11414.4,0,12,150,2023,6,17,5,0.023842353312192303,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110.44,81550.22,0,9,225,2023,12,23,5,0.0013542409298107373,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
52.45,5410.11,0,11,225,2023,5,5,4,0.009693020470846093,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
81.66,16901.11,0,9,147,2023,2,13,0,0.004831349458736217,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22.8,61133.34,0,5,109,2023,3,18,5,0.0003729491477294104,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
118.08,39879.48,0,12,101,2023,11,15,2,0.002960847010868475,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.54,38686.71,0,5,145,2023,4,21,4,1.395792100385368e-05,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
111.2,19033.39,0,6,122,2023,7,25,1,0.005842057454953902,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
16.53,63842.2,0,7,205,2023,11,13,0,0.00025891559320334823,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
212.57,72340.99,0,11,40,2023,6,30,4,0.0029384040997489837,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
39.97,20906.65,0,10,84,2023,6,13,1,0.0019117404395042005,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
230.27,1746.77,0,7,142,2023,3,27,0,0.13175074523535707,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
261.5,47242.66,0,4,215,2023,12,21,3,0.005535134238117876,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5.61,71235.95,0,8,57,2023,4,24,0,7.87512660213555e-05,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
45.92,53263.3,0,13,59,2023,8,13,6,0.000862115901269706,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
39.32,15723.26,0,4,39,2023,10,17,1,0.0025005946225768335,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
33.82,47749.37,0,3,126,2023,4,21,4,0.0007082667631685367,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
29.46,48105.28,0,8,219,2023,5,20,5,0.0006123940574910387,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
174.86,7979.65,0,11,45,2023,5,3,2,0.021910496012229583,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
627.1,97686.46,0,11,162,2023,8,16,2,0.0064194524046382205,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
254.3,91543.62,0,8,180,2023,10,2,0,0.002777880338571508,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
411.13,37729.78,0,9,161,2023,11,26,6,0.01089640871458263,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
145.29,47811.23,0,5,9,2023,8,10,3,0.0030387622581084374,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
132.19,55181.48,0,13,4,2023,7,8,5,0.002395506689804445,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
11.77,25171.43,0,8,26,2023,9,19,1,0.0004675750414242884,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
334.11,57415.78,0,9,225,2023,3,28,1,0.005819030603945397,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
198.12,67618.91,1,6,81,2023,7,11,1,0.0029299062953499935,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
72.03,57912.71,0,1,43,2023,9,30,5,0.0012437469469664436,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
10.91,55317.26,0,10,99,2023,5,28,6,0.00019722239998148892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
312.92,22387.61,0,13,209,2023,6,18,6,0.013976749784823623,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.2,1687.85,1,13,92,2023,9,20,2,0.0054474938567664385,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
212.6,6738.26,0,6,120,2023,6,20,1,0.03154649026747744,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
105.34,65174.32,1,5,83,2023,6,15,3,0.0016162559692840788,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
54.71,55745.07,1,2,83,2023,3,7,1,0.0009814144745988371,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
31.9,76319.62,0,9,21,2023,8,14,0,0.0004179735437159709,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
73.92,51081.63,0,9,221,2023,4,20,3,0.0014470672320512864,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
101.97,21767.19,0,2,223,2023,5,15,0,0.004684358230978322,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
78.84,27506.94,1,13,56,2023,6,7,2,0.0028660815749925296,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
246.65,95030.87,0,6,145,2023,9,14,3,0.0025954450859485352,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
44.02,52341.3,0,11,158,2023,2,18,5,0.000841002401499361,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29.58,89432.52,0,13,125,2023,6,14,2,0.00033074847104307196,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
17.76,32508.2,0,5,92,2023,11,8,2,0.0005463068915876122,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
10.61,37906.78,0,14,83,2023,9,17,6,0.000279889774605635,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
34.74,97788.66,0,11,185,2023,3,18,5,0.00035525228331911575,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
48.21,22457.09,0,3,78,2023,4,4,1,0.002146665188357514,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41.74,39154.08,0,3,122,2023,12,23,5,0.0010660174873860556,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
130.4,70761.81,1,11,84,2023,11,5,6,0.0018427758875036197,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
350.13,25702.59,0,7,216,2023,9,3,6,0.013621832592256567,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
60.32,52712.23,0,14,72,2023,2,17,4,0.0011443047599245958,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.47,39507.1,0,14,219,2023,6,20,1,1.1896294683874952e-05,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
237.48,51708.89,0,12,30,2023,5,26,4,0.0045925450624629055,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
294.5,58101.88,0,7,232,2023,6,9,4,0.005068595567035576,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
174.81,22428.1,0,14,60,2023,5,13,5,0.007793892755393664,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
411.93,93282.53,0,12,93,2023,8,19,5,0.00441589206583413,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
108.08,67422.07,0,10,17,2023,5,25,3,0.0016030121440628554,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
53.07,50138.1,0,9,55,2023,10,27,4,0.0010584553771407943,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
47.44,62588.9,0,9,146,2023,11,28,1,0.0007579497650579406,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45.36,59580.64,0,6,22,2023,7,26,2,0.0007613083493505717,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
122.62,71246.83,0,3,116,2023,6,24,5,0.0017210348722199679,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
90.5,97669.93,0,14,84,2023,3,12,6,0.0009265807134221001,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
31.86,55303.03,1,14,52,2023,1,5,3,0.0005760882163560233,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3.78,28540.42,0,3,125,2023,2,8,2,0.00013243910078755718,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
40.98,89028.26,0,7,132,2023,3,23,3,0.00046029810873413974,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
204.05,676.33,0,13,82,2023,7,19,2,0.3012564038208849,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
103.01,86459.46,1,8,56,2023,5,2,1,0.0011914116579995063,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
99.48,88791.11,0,13,163,2023,3,6,0,0.0011203698166424923,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
252.18,77713.38,0,11,87,2023,2,21,1,0.003244959298394969,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
361.05,41695.36,0,2,225,2023,11,12,6,0.008659029229409953,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
175.8,28301.86,1,2,209,2023,5,23,1,0.006211386411125943,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
73.36,49982.58,0,3,69,2023,4,5,2,0.0014676819867644533,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
282.11,17826.39,0,3,83,2023,5,30,1,0.015824526192561,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
34.25,80637.48,0,8,165,2023,9,7,3,0.0004247351884608936,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
551.11,12110.94,0,5,117,2023,10,19,3,0.04550138128161137,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
130.91,49602.94,0,3,70,2023,11,19,6,0.002639104877556097,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
236.94,85711.93,0,1,92,2023,12,22,4,0.0027643437227032144,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
91.27,60073.72,0,6,38,2023,3,29,2,0.0015192746632859877,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7.74,15929.77,0,7,91,2023,3,8,2,0.0004858522218323408,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
16.11,88765.85,0,12,239,2023,10,17,1,0.00018148666985479375,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
97.47,31420.9,0,12,208,2023,6,16,4,0.003101976646860947,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
81.38,71048.92,0,14,205,2023,10,19,3,0.0011453918596952678,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
31.97,90067.32,0,13,71,2023,5,12,4,0.0003549527736278416,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.8,1012.32,1,13,171,2023,6,17,5,0.0027631942525559545,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10.23,23083.51,0,4,41,2023,11,22,2,0.0004431543056361171,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5.73,91276.8,0,6,1,2023,7,19,2,6.277539555072537e-05,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
194.72,39114.26,0,6,10,2023,5,12,4,0.004978108288171931,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
6.57,2000.14,0,7,14,2023,3,31,4,0.0032831286166884873,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
689.03,49895.19,0,11,156,2023,10,27,4,0.013809270808051676,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
11.86,59486.29,0,7,5,2023,3,18,5,0.00019937031927324305,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104.01,54607.09,0,9,35,2023,2,20,0,0.0019046628439119554,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
79.05,16160.85,0,7,50,2023,3,19,6,0.004891147981202647,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
7.05,10223.44,0,7,95,2023,5,20,5,0.0006895243162461709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
168.53,85704.63,0,13,8,2023,12,18,0,0.0019663819051327198,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
281.14,24944.74,0,10,11,2023,9,28,3,0.011270060539394701,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2.07,33979.29,0,6,81,2023,4,1,5,6.0917667271232815e-05,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
31.58,89192.89,0,14,166,2023,8,31,3,0.0003540601267642884,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
154.82,38847.16,0,11,113,2023,6,8,3,0.003985259533527456,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
224.08,48353.42,0,14,14,2023,9,25,0,0.004634116178003997,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
28.25,59800.92,0,6,87,2023,2,26,6,0.00047239285962724946,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
55.3,60154.37,0,1,64,2023,11,19,6,0.0009192861751162032,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
32.66,45206.97,0,10,208,2023,5,22,0,0.0007224389858690844,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
29.41,26439.02,0,8,84,2023,4,16,6,0.0011123289619296808,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
257.21,90211.01,0,12,18,2023,11,4,5,0.0028511724769240813,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
65.04,64046.61,1,11,87,2023,12,6,2,0.0010154945672445858,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
346.19,96008.86,0,2,14,2023,11,2,3,0.0036057754901423667,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
14.01,68109.54,0,9,232,2023,10,5,3,0.00020569503633358362,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
71.25,18096.39,0,3,171,2023,11,21,1,0.003937031804033621,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
64.31,66805.75,0,5,223,2023,6,3,5,0.0009626272794290996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
24.17,9173.67,0,5,32,2023,6,18,6,0.002634427178307231,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
218.08,17286.4,0,6,179,2023,9,28,3,0.01261496812707521,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
50.72,36022.67,0,11,18,2023,9,23,5,0.0014079631531157153,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
96.21,52661.15,0,4,118,2023,10,27,4,0.0018269288283900295,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
78.69,58108.8,0,13,175,2023,4,22,5,0.0013541605718828836,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
84.76,43865.05,0,9,225,2023,3,29,2,0.00193224600801759,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
85.84,2688.12,0,2,70,2023,9,11,0,0.03192122329981555,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
170.37,1473.48,1,7,73,2023,9,25,0,0.11554581954316098,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2.07,59749.98,0,2,62,2023,3,27,0,3.464378324840864e-05,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
104.21,73731.52,0,4,76,2023,9,13,2,0.0014133519375168512,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
19.72,80300.86,0,3,20,2023,2,12,6,0.00024557339020540744,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
93.31,96931.82,0,12,20,2023,9,13,2,0.0009626254554442964,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
42.51,16373.68,0,4,160,2023,12,6,2,0.0025960812669316284,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
68.42,31473.76,0,11,89,2023,7,27,3,0.0021738052966885214,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
25.94,45120.13,0,4,232,2023,8,12,5,0.0005748969496109695,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
17.54,19359.52,0,1,11,2023,5,13,5,0.0009059674017020203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
108.56,14125.18,0,6,81,2023,2,10,4,0.007685021711460564,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
154.81,89060.88,0,6,178,2023,4,26,2,0.0017382296443775945,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
337.5,75062.65,0,4,148,2023,1,28,5,0.004496184238309755,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
118.25,18822.32,1,14,162,2023,3,7,1,0.006282101138375165,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
56.67,9455.04,0,2,39,2023,6,15,3,0.0059929949534900445,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
173.22,9851.77,0,9,17,2023,9,4,0,0.017580842747775497,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9.63,87058.64,0,12,215,2023,5,30,1,0.00011061382748653683,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
34.78,78050.14,0,12,86,2023,6,9,4,0.0004456052787954154,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18.55,99169.45,0,2,145,2023,11,8,2,0.00018705168727176292,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3.76,77252.31,0,12,198,2023,10,26,3,4.867105370630721e-05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22.02,36950.91,0,1,227,2023,2,23,3,0.0005959096566320928,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
30.68,30993.11,0,3,48,2023,8,20,6,0.0009898654937986605,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
247.16,15388.26,0,3,122,2023,3,26,6,0.016060551319556627,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
110.85,66489.62,0,5,48,2023,5,25,3,0.0016671524494733243,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
15.33,20323.4,0,5,24,2023,5,8,0,0.0007542658085847552,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
113.42,69053.24,0,12,40,2023,9,12,1,0.0016424769862067846,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
98.65,82696.26,0,4,94,2023,2,3,4,0.0011929053030293871,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
42.7,94971.39,0,11,63,2023,7,5,2,0.0004496043534336664,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
126.16,81067.15,0,6,48,2023,1,1,6,0.0015562215247295022,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
6.97,75466.49,1,2,52,2023,1,11,2,9.235764963164933e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
60.19,48118.9,0,7,225,2023,6,10,5,0.0012508338546006954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
7.37,75157.63,0,3,76,2023,1,14,5,9.805926478436341e-05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
31.97,57610.72,0,3,72,2023,7,1,5,0.0005549218110481686,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95.7,5256.55,0,8,107,2023,5,20,5,0.018202394651501176,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
236.34,35139.14,0,8,126,2023,3,14,1,0.0067256419581709125,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
159.32,13208.79,0,6,131,2023,12,17,6,0.012060751912028881,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
11.53,47326.31,0,9,117,2023,3,10,4,0.00024362255112323096,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21.48,62512.72,0,5,182,2023,5,4,3,0.00034360457192437116,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
51.3,90536.01,0,10,138,2023,7,6,3,0.0005666191096878504,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38.94,73812.59,0,12,7,2023,8,14,0,0.0005275451309169491,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
164.36,36441.86,0,1,164,2023,10,29,6,0.004510074127003205,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
70.98,73855.29,0,6,114,2023,2,6,0,0.0009610555851099482,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
112.14,42549.6,0,2,165,2023,5,13,5,0.0026354504989353853,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30.56,32246.87,0,4,114,2023,8,11,4,0.0009476594888282544,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
46.47,68624.42,0,3,13,2023,8,24,3,0.0006771543256128706,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
137.1,68277.34,0,10,170,2023,9,25,0,0.002007957428373332,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
93.83,19389.55,0,2,206,2023,3,13,0,0.004838955058005059,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
30.01,96273.53,0,12,216,2023,3,6,0,0.0003117127655673832,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
113.22,88425.77,0,12,152,2023,7,27,3,0.0012803814953322393,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
20.88,88205.22,0,14,107,2023,9,25,0,0.00023671800015917245,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
91.84,24537.26,0,8,120,2023,5,26,4,0.003742726664400818,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33.77,44396.1,0,13,34,2023,2,10,4,0.0007606352667178713,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
28.55,87452.17,0,9,219,2023,10,16,0,0.00032646043591101387,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
89.87,79178.06,0,13,205,2023,7,8,5,0.0011350223152434495,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
53.34,18900.17,1,6,131,2023,2,9,3,0.002822047524042163,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
123.4,11169.01,0,6,61,2023,3,20,0,0.011047438632552701,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
93.81,9525.82,0,14,38,2023,9,28,3,0.009846937383093205,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
39.98,10381.12,0,12,51,2023,3,30,3,0.0038508512712239883,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
416.15,26063.71,0,11,75,2023,10,28,5,0.015966032232854307,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
131.42,82059.28,0,2,144,2023,11,18,5,0.0016015056248894104,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1
30.52,21947.96,0,3,82,2023,7,27,3,0.001390498684220118,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
42.52,33474.89,0,13,167,2023,10,17,1,0.001270167873057296,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
265.12,91472.8,0,8,171,2023,8,1,1,0.0028983162391854277,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1.57,23714.19,0,11,131,2023,9,30,5,6.620229481610732e-05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
61.76,47718.52,0,9,93,2023,12,5,1,0.001294229279758053,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66.63,77492.11,0,2,186,2023,1,2,0,0.0008598183761111148,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
