Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Date,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Type,Card_Age,Fraud_Label
TXN_39316,USER_1443,37.81,POS,2023-06-21,85977.58,Mobile,London,Restaurants,0,5,Amex,1,1
TXN_49078,USER_5824,298.39,POS,2023-12-25,25466.23,Tablet,Sydney,Restaurants,0,8,Mastercard,207,1
TXN_39308,USER_3755,38.99,POS,2023-11-11,70034.45,Tablet,Sydney,Groceries,0,4,Amex,31,1
TXN_27479,USER_5428,11.2,ATM Withdrawal,2023-12-02,58021.75,Tablet,New York,Groceries,1,1,Visa,61,1
TXN_16495,USER_6324,19.38,Online,2023-05-26,35779.24,Laptop,New York,Electronics,0,2,Mastercard,33,0
TXN_12525,USER_3063,246.49,POS,2023-05-12,4973.34,Mobile,Mumbai,Groceries,0,10,Mastercard,22,0
TXN_48801,USER_2094,236.91,Online,2023-12-08,36163.86,Mobile,New York,Restaurants,0,1,Discover,211,1
TXN_42900,USER_7239,57.41,Bank Transfer,2023-08-14,44745.05,Laptop,Sydney,Restaurants,0,10,Discover,161,0
TXN_30319,USER_3995,4.65,ATM Withdrawal,2023-12-09,79171.78,Mobile,Tokyo,Electronics,0,3,Amex,38,0
TXN_29211,USER_3485,17.19,Online,2023-11-25,3870.84,Mobile,Mumbai,Electronics,0,6,Visa,104,1
TXN_48299,USER_9121,95.95,POS,2023-12-09,16966.27,Tablet,Mumbai,Restaurants,0,11,Discover,37,0
TXN_35605,USER_3815,289.69,ATM Withdrawal,2023-07-01,2382.2,Tablet,London,Groceries,0,12,Visa,112,0
TXN_2440,USER_1264,20.05,ATM Withdrawal,2023-01-13,18738.13,Tablet,London,Electronics,0,9,Visa,208,1
TXN_10475,USER_4124,50.3,Online,2023-05-16,98819.02,Mobile,Sydney,Travel,0,8,Mastercard,174,0
TXN_22965,USER_5175,19.99,POS,2023-02-14,50715.76,Tablet,New York,Groceries,0,12,Discover,92,0
TXN_35241,USER_4621,27.46,Online,2023-06-09,72816.14,Tablet,Tokyo,Groceries,0,3,Discover,16,1
TXN_13314,USER_7311,72.25,Online,2023-08-18,70695.57,Tablet,Sydney,Travel,0,10,Discover,64,0
TXN_30551,USER_7146,53.67,Online,2023-05-08,63524.11,Mobile,New York,Clothing,0,2,Amex,227,1
TXN_28320,USER_5137,262.76,ATM Withdrawal,2023-08-30,857.32,Mobile,New York,Travel,0,14,Discover,153,1
TXN_22349,USER_9070,95.05,ATM Withdrawal,2023-06-02,76610.31,Mobile,Mumbai,Groceries,1,2,Amex,149,0
TXN_30556,USER_6117,45.06,Online,2023-12-21,52023.6,Tablet,New York,Clothing,0,11,Discover,14,0
TXN_9742,USER_9906,27.83,Bank Transfer,2023-07-03,50513.5,Laptop,London,Restaurants,0,9,Discover,181,0
TXN_9591,USER_1818,118.14,Online,2023-04-11,85898.67,Mobile,London,Travel,0,1,Discover,63,0
TXN_15506,USER_6797,85.39,ATM Withdrawal,2023-10-01,24591.77,Tablet,Sydney,Groceries,0,10,Discover,218,0
TXN_33849,USER_3595,70.99,Online,2023-10-04,82627.62,Laptop,Mumbai,Clothing,0,12,Mastercard,110,0
TXN_13619,USER_7403,0.88,POS,2023-07-14,69000.14,Mobile,London,Clothing,0,2,Mastercard,189,0
TXN_20129,USER_9257,82.53,ATM Withdrawal,2023-07-27,25386.61,Laptop,Tokyo,Groceries,0,13,Discover,119,1
TXN_17054,USER_2607,120.95,Bank Transfer,2023-01-28,60986.26,Laptop,Tokyo,Electronics,0,13,Amex,8,1
TXN_34031,USER_1055,32.97,POS,2023-11-02,7982.72,Mobile,Sydney,Clothing,0,7,Discover,80,1
TXN_34539,USER_7600,59.07,Bank Transfer,2023-05-29,55325.26,Tablet,Tokyo,Travel,0,7,Visa,7,1
TXN_39902,USER_4949,1.82,Bank Transfer,2023-10-02,3872.26,Tablet,London,Travel,0,9,Amex,28,1
TXN_39468,USER_6218,53.59,POS,2023-04-29,65664.92,Laptop,Tokyo,Clothing,0,9,Amex,165,0
TXN_44246,USER_8091,5.23,ATM Withdrawal,2023-06-06,79612.86,Tablet,London,Restaurants,0,8,Visa,10,0
TXN_39928,USER_4125,58.0,POS,2023-06-11,72538.37,Mobile,Tokyo,Restaurants,0,13,Discover,142,1
TXN_23287,USER_2300,43.03,Bank Transfer,2023-07-03,33147.99,Mobile,Mumbai,Clothing,0,9,Discover,218,0
TXN_14966,USER_3669,100.14,ATM Withdrawal,2023-01-31,61112.28,Laptop,Mumbai,Restaurants,0,7,Discover,128,0
TXN_24580,USER_1397,10.41,Online,2023-10-14,68100.51,Tablet,Tokyo,Travel,0,2,Visa,72,1
TXN_47736,USER_2725,88.15,Bank Transfer,2023-02-17,956.07,Laptop,Mumbai,Groceries,1,9,Mastercard,150,0
TXN_10678,USER_8543,1.99,Bank Transfer,2023-12-18,63814.63,Mobile,Tokyo,Electronics,0,4,Visa,136,1
TXN_33859,USER_4480,50.52,POS,2023-03-21,9858.47,Mobile,New York,Groceries,0,8,Mastercard,76,0
TXN_19031,USER_7785,74.92,POS,2023-06-27,18414.93,Laptop,Tokyo,Restaurants,0,9,Mastercard,94,1
TXN_3761,USER_6741,33.73,Bank Transfer,2023-07-07,5714.43,Laptop,New York,Travel,0,3,Mastercard,181,0
TXN_11451,USER_1525,19.79,POS,2023-12-03,52851.49,Laptop,London,Travel,0,8,Mastercard,122,1
TXN_134,USER_4627,124.71,Online,2023-04-26,65840.25,Laptop,London,Electronics,0,12,Amex,239,1
TXN_22377,USER_2059,211.88,Bank Transfer,2023-07-02,70201.89,Laptop,Sydney,Electronics,0,6,Discover,189,0
TXN_2363,USER_7450,97.69,Bank Transfer,2023-10-09,98171.99,Laptop,Mumbai,Restaurants,0,12,Amex,108,0
TXN_241,USER_1956,264.94,Bank Transfer,2023-02-26,76557.8,Tablet,Tokyo,Travel,0,10,Mastercard,89,0
TXN_27442,USER_2182,3.16,ATM Withdrawal,2023-01-29,7539.24,Laptop,Sydney,Travel,0,13,Mastercard,169,0
TXN_29733,USER_2378,7.53,POS,2023-02-11,79129.29,Mobile,Sydney,Groceries,0,7,Visa,64,1
TXN_41467,USER_5831,17.0,POS,2023-08-29,58164.77,Laptop,New York,Travel,0,5,Amex,198,0
TXN_32736,USER_3901,33.42,ATM Withdrawal,2023-05-10,46489.87,Mobile,London,Clothing,0,4,Mastercard,214,0
TXN_47935,USER_6363,94.64,Bank Transfer,2023-03-22,4895.48,Mobile,Mumbai,Restaurants,0,2,Amex,11,0
TXN_34943,USER_1608,80.51,POS,2023-05-02,12951.6,Laptop,London,Clothing,0,3,Amex,17,0
TXN_4783,USER_3670,83.63,ATM Withdrawal,2023-03-09,42883.69,Laptop,New York,Groceries,0,7,Amex,226,0
TXN_49482,USER_9613,80.02,POS,2023-06-08,99456.37,Tablet,London,Travel,0,13,Visa,12,0
TXN_44098,USER_5956,2.91,Bank Transfer,2023-01-29,92192.67,Tablet,London,Restaurants,0,4,Amex,24,1
TXN_44022,USER_7119,19.95,POS,2023-03-17,46907.56,Mobile,London,Clothing,0,3,Amex,35,0
TXN_13810,USER_1675,9.0,ATM Withdrawal,2023-08-11,7653.6,Mobile,Mumbai,Travel,0,8,Visa,58,0
TXN_48615,USER_1954,146.11,POS,2023-04-23,65214.73,Tablet,Sydney,Restaurants,0,2,Visa,184,1
TXN_10159,USER_8050,109.88,ATM Withdrawal,2023-05-07,16193.68,Laptop,Sydney,Electronics,0,1,Visa,60,0
TXN_49771,USER_7622,258.83,POS,2023-05-15,77478.61,Tablet,Sydney,Groceries,0,4,Visa,134,0
TXN_14856,USER_8592,48.58,Bank Transfer,2023-05-08,32674.04,Laptop,Mumbai,Clothing,0,2,Visa,199,0
TXN_47931,USER_6817,42.4,POS,2023-07-27,86364.29,Mobile,New York,Restaurants,0,13,Amex,125,0
TXN_32760,USER_2732,212.68,Bank Transfer,2023-02-09,29534.51,Mobile,Tokyo,Travel,1,2,Mastercard,176,0
TXN_6025,USER_6360,9.97,ATM Withdrawal,2023-09-15,21227.07,Tablet,Mumbai,Travel,0,10,Mastercard,143,1
TXN_22239,USER_2783,41.86,ATM Withdrawal,2023-11-11,46338.42,Mobile,New York,Restaurants,0,14,Amex,194,0
TXN_33778,USER_2719,27.96,Bank Transfer,2023-10-07,73705.49,Mobile,Sydney,Electronics,0,8,Visa,2,0
TXN_24695,USER_9830,28.47,POS,2023-10-15,50705.13,Mobile,Sydney,Electronics,0,3,Discover,120,1
TXN_47900,USER_4069,81.85,ATM Withdrawal,2023-01-26,76698.24,Tablet,Tokyo,Travel,0,1,Mastercard,100,0
TXN_35981,USER_4912,89.31,Bank Transfer,2023-12-26,72435.47,Laptop,Tokyo,Groceries,0,1,Visa,9,0
TXN_37536,USER_2408,171.71,POS,2023-12-11,77115.49,Laptop,New York,Electronics,0,2,Visa,14,1
TXN_31515,USER_5307,15.94,ATM Withdrawal,2023-04-29,64826.39,Mobile,Mumbai,Restaurants,0,3,Mastercard,196,0
TXN_43491,USER_3221,45.72,Bank Transfer,2023-08-21,56039.67,Tablet,London,Restaurants,0,11,Discover,24,1
TXN_38131,USER_3439,14.25,POS,2023-05-15,48871.12,Tablet,Tokyo,Electronics,0,8,Visa,23,1
TXN_26544,USER_5915,41.51,Bank Transfer,2023-08-05,23247.94,Mobile,Mumbai,Groceries,0,13,Visa,108,1
TXN_28566,USER_1819,140.26,ATM Withdrawal,2023-09-14,37959.15,Mobile,Tokyo,Clothing,1,6,Amex,59,0
TXN_32364,USER_4038,44.82,ATM Withdrawal,2023-08-17,93086.93,Mobile,Tokyo,Groceries,0,1,Amex,178,0
TXN_21528,USER_5596,95.54,POS,2023-07-03,37508.22,Mobile,New York,Travel,0,8,Discover,239,0
TXN_48041,USER_9386,13.76,Online,2023-02-01,98391.52,Mobile,Tokyo,Travel,0,11,Mastercard,157,0
TXN_23881,USER_9706,60.89,POS,2023-10-21,48530.48,Tablet,London,Travel,0,12,Discover,4,1
TXN_538,USER_2214,343.54,ATM Withdrawal,2023-09-10,69081.69,Tablet,New York,Restaurants,0,14,Discover,219,0
TXN_10668,USER_5098,140.29,Bank Transfer,2023-11-02,84268.86,Tablet,London,Electronics,0,11,Visa,157,0
TXN_4879,USER_3887,52.56,ATM Withdrawal,2023-07-15,98055.7,Mobile,Tokyo,Electronics,0,11,Amex,191,0
TXN_7578,USER_9130,191.6,ATM Withdrawal,2023-09-30,6837.33,Laptop,Sydney,Groceries,0,7,Discover,96,0
TXN_40981,USER_9970,73.4,Online,2023-07-26,18522.08,Tablet,Tokyo,Electronics,0,8,Amex,8,0
TXN_29532,USER_4731,39.77,ATM Withdrawal,2023-01-28,85504.57,Tablet,Sydney,Groceries,0,1,Amex,118,0
TXN_31207,USER_5790,200.19,POS,2023-11-05,94454.71,Tablet,Sydney,Groceries,0,8,Discover,13,0
TXN_9169,USER_8565,35.13,Online,2023-12-14,59912.55,Laptop,Mumbai,Travel,0,9,Mastercard,88,0
TXN_45753,USER_9283,332.43,Online,2023-09-13,69006.75,Mobile,Mumbai,Groceries,0,1,Discover,223,1
TXN_29667,USER_3306,335.92,ATM Withdrawal,2023-10-28,51737.65,Laptop,Sydney,Electronics,0,7,Visa,101,0
TXN_31035,USER_6756,85.56,Bank Transfer,2023-11-29,63572.96,Tablet,Sydney,Electronics,0,6,Mastercard,129,1
TXN_11543,USER_1743,279.87,POS,2023-04-03,29117.69,Laptop,London,Restaurants,0,3,Visa,142,0
TXN_24576,USER_3221,42.38,Bank Transfer,2023-12-05,42892.63,Laptop,Tokyo,Electronics,0,3,Amex,73,1
TXN_31594,USER_5546,184.65,ATM Withdrawal,2023-01-12,6615.46,Mobile,Tokyo,Clothing,0,10,Amex,189,0
TXN_27423,USER_7889,99.37,Bank Transfer,2023-04-05,58556.7,Tablet,New York,Travel,0,13,Mastercard,85,0
TXN_48746,USER_3957,123.98,Bank Transfer,2023-10-11,54840.42,Mobile,Sydney,Travel,1,5,Discover,47,0
TXN_41422,USER_1407,27.99,ATM Withdrawal,2023-12-21,55470.5,Mobile,London,Restaurants,0,5,Visa,109,0
TXN_22710,USER_6229,177.29,Online,2023-01-21,16128.17,Tablet,Tokyo,Groceries,1,9,Discover,167,0
TXN_46921,USER_8473,33.85,ATM Withdrawal,2023-12-09,92907.78,Mobile,London,Restaurants,0,4,Visa,178,1
TXN_30489,USER_7389,97.28,Online,2023-09-27,37421.9,Tablet,London,Restaurants,0,7,Visa,141,0
TXN_22230,USER_9894,228.91,Bank Transfer,2023-05-23,37573.99,Tablet,Sydney,Clothing,0,5,Amex,40,0
TXN_30310,USER_8769,83.61,Bank Transfer,2023-03-20,71599.25,Laptop,Tokyo,Electronics,1,10,Visa,170,0
TXN_14494,USER_7274,9.75,Online,2023-02-23,1406.41,Tablet,New York,Electronics,1,4,Visa,138,1
TXN_4399,USER_7382,32.93,POS,2023-01-15,86573.27,Laptop,London,Electronics,0,2,Amex,77,0
TXN_47717,USER_6600,161.95,Online,2023-05-21,57661.22,Laptop,New York,Travel,0,2,Visa,13,0
TXN_47510,USER_9387,287.75,POS,2023-03-02,21313.4,Laptop,Sydney,Clothing,0,11,Discover,174,0
TXN_37015,USER_7107,2.42,POS,2023-03-07,70091.85,Laptop,Tokyo,Restaurants,0,11,Mastercard,28,0
TXN_25853,USER_9263,30.8,Bank Transfer,2023-12-20,8472.75,Laptop,London,Restaurants,0,9,Mastercard,177,0
TXN_36941,USER_2544,193.75,ATM Withdrawal,2023-04-28,91122.55,Mobile,Mumbai,Travel,0,9,Discover,201,0
TXN_11658,USER_4257,12.14,Bank Transfer,2023-06-02,52455.54,Mobile,Tokyo,Travel,0,8,Mastercard,181,0
TXN_42502,USER_9283,162.59,Online,2023-11-06,42690.83,Tablet,Mumbai,Groceries,0,5,Mastercard,61,1
TXN_32866,USER_3466,5.12,Online,2023-11-08,57694.62,Laptop,New York,Electronics,0,2,Amex,105,1
TXN_28785,USER_3974,38.25,POS,2023-04-18,41754.01,Mobile,Mumbai,Clothing,1,6,Visa,44,0
TXN_44381,USER_5468,154.42,Online,2023-11-30,85071.7,Tablet,New York,Travel,0,1,Discover,8,0
TXN_20580,USER_1612,80.51,ATM Withdrawal,2023-06-20,78317.63,Laptop,London,Travel,0,14,Discover,228,0
TXN_2398,USER_1392,131.38,Bank Transfer,2023-08-29,78606.0,Mobile,Mumbai,Clothing,0,7,Mastercard,194,0
TXN_12064,USER_5039,85.43,POS,2023-01-16,68363.63,Laptop,Tokyo,Groceries,0,5,Discover,20,0
TXN_4380,USER_8478,51.13,Bank Transfer,2023-03-23,21172.97,Tablet,Mumbai,Clothing,0,1,Visa,117,0
TXN_14940,USER_2607,27.38,ATM Withdrawal,2023-08-29,27527.47,Tablet,Mumbai,Travel,0,9,Amex,170,0
TXN_35132,USER_3760,80.69,POS,2023-11-16,88009.1,Mobile,New York,Electronics,0,10,Amex,97,0
TXN_33475,USER_4777,49.03,Bank Transfer,2023-01-13,73603.78,Mobile,Sydney,Travel,0,8,Visa,167,0
TXN_13468,USER_6960,80.45,Bank Transfer,2023-01-09,3501.23,Mobile,Tokyo,Groceries,0,1,Discover,107,1
TXN_41304,USER_4215,1.11,Bank Transfer,2023-12-17,49456.18,Tablet,New York,Clothing,0,13,Amex,199,0
TXN_14000,USER_6064,7.5,Online,2023-07-20,6426.89,Mobile,London,Electronics,0,13,Amex,62,0
TXN_37935,USER_5094,295.12,Bank Transfer,2023-07-25,29835.69,Mobile,New York,Travel,0,13,Amex,200,0
TXN_14125,USER_8110,17.56,Online,2023-04-07,38542.9,Laptop,Sydney,Clothing,0,8,Discover,26,0
TXN_14216,USER_9258,140.6,Bank Transfer,2023-02-15,28855.34,Tablet,New York,Clothing,1,14,Discover,197,1
TXN_22518,USER_1589,35.22,ATM Withdrawal,2023-11-19,15992.36,Laptop,Tokyo,Travel,0,2,Discover,105,0
TXN_1189,USER_5497,289.21,Bank Transfer,2023-03-17,32536.99,Laptop,Tokyo,Restaurants,0,1,Visa,176,1
TXN_18444,USER_4996,19.67,POS,2023-07-23,44659.99,Tablet,Sydney,Groceries,0,6,Amex,176,1
TXN_20418,USER_9796,28.57,ATM Withdrawal,2023-05-14,21042.14,Tablet,Mumbai,Restaurants,0,12,Mastercard,236,0
TXN_16332,USER_1594,102.81,Bank Transfer,2023-07-19,27528.4,Laptop,Tokyo,Electronics,0,9,Amex,127,0
TXN_927,USER_2792,70.33,Online,2023-04-09,58745.77,Tablet,London,Clothing,0,12,Discover,130,0
TXN_44753,USER_4007,166.34,Online,2023-10-30,67367.28,Laptop,Sydney,Restaurants,0,12,Mastercard,139,0
TXN_29221,USER_7009,41.78,Bank Transfer,2023-10-16,10332.15,Laptop,New York,Travel,0,13,Visa,212,1
TXN_17313,USER_2222,106.91,ATM Withdrawal,2023-11-19,59610.85,Laptop,Sydney,Groceries,0,3,Mastercard,133,0
TXN_49871,USER_8152,5.07,POS,2023-11-10,60142.42,Tablet,London,Clothing,0,2,Discover,62,0
TXN_8327,USER_2146,16.32,Online,2023-12-14,55130.05,Laptop,Tokyo,Clothing,0,8,Mastercard,50,0
TXN_46489,USER_8260,207.81,Online,2023-08-15,6479.68,Tablet,Sydney,Electronics,0,1,Amex,71,0
TXN_37126,USER_9924,26.27,ATM Withdrawal,2023-02-23,25021.26,Mobile,London,Clothing,0,2,Visa,191,0
TXN_18068,USER_1990,45.35,Online,2023-12-03,87855.83,Tablet,Sydney,Restaurants,1,2,Discover,160,1
TXN_43829,USER_4603,317.16,POS,2023-08-18,4352.92,Laptop,London,Groceries,0,10,Discover,28,0
TXN_33355,USER_8778,51.97,ATM Withdrawal,2023-11-28,25613.7,Mobile,Sydney,Clothing,0,3,Visa,101,0
TXN_25903,USER_7897,35.58,Online,2023-05-13,4217.72,Mobile,Sydney,Clothing,0,1,Amex,25,0
TXN_14802,USER_9974,2.27,POS,2023-04-13,21891.51,Tablet,Tokyo,Electronics,0,13,Visa,3,0
TXN_16916,USER_4228,47.78,Online,2023-03-13,85311.63,Tablet,London,Restaurants,0,4,Discover,200,0
TXN_46624,USER_8805,2.17,ATM Withdrawal,2023-03-05,64796.59,Tablet,Sydney,Electronics,0,8,Discover,180,0
TXN_34533,USER_9442,69.48,POS,2023-05-20,83787.1,Laptop,Sydney,Clothing,0,2,Visa,150,0
TXN_17967,USER_6311,166.74,ATM Withdrawal,2023-04-28,98519.12,Laptop,New York,Travel,0,9,Amex,186,0
TXN_0,USER_8270,95.97,ATM Withdrawal,2023-01-20,93915.02,Mobile,New York,Restaurants,0,14,Visa,27,0
TXN_4196,USER_3462,33.53,ATM Withdrawal,2023-10-10,85079.93,Mobile,Sydney,Clothing,0,1,Discover,198,0
TXN_34807,USER_4091,33.06,Online,2023-11-04,63475.95,Mobile,Sydney,Restaurants,0,9,Mastercard,31,0
TXN_13946,USER_3551,104.92,POS,2023-03-25,11159.66,Mobile,New York,Electronics,0,3,Amex,85,1
TXN_36539,USER_6046,119.94,POS,2023-07-31,21438.41,Laptop,Tokyo,Groceries,0,7,Amex,160,0
TXN_15521,USER_4873,32.5,ATM Withdrawal,2023-08-03,4069.12,Tablet,Tokyo,Electronics,0,14,Discover,218,0
TXN_29622,USER_2348,16.14,Online,2023-02-22,20039.88,Mobile,New York,Restaurants,0,14,Amex,13,0
TXN_49160,USER_7394,8.02,Online,2023-11-07,37052.36,Mobile,Mumbai,Electronics,0,10,Amex,40,0
TXN_17398,USER_8509,3.02,ATM Withdrawal,2023-08-07,25278.08,Tablet,Mumbai,Clothing,0,1,Mastercard,156,0
TXN_21254,USER_8842,190.92,Online,2023-05-22,82453.42,Mobile,Mumbai,Travel,0,7,Visa,177,1
TXN_29121,USER_3795,10.17,Bank Transfer,2023-06-04,41339.43,Laptop,Mumbai,Clothing,0,6,Discover,200,1
TXN_28509,USER_9951,69.34,Bank Transfer,2023-06-16,39312.69,Tablet,Tokyo,Restaurants,0,14,Visa,137,0
TXN_14500,USER_8770,156.57,Bank Transfer,2023-07-07,68858.16,Mobile,London,Electronics,0,3,Visa,99,1
TXN_34706,USER_9250,83.38,POS,2023-04-11,7414.89,Tablet,Tokyo,Clothing,0,14,Mastercard,146,0
TXN_47157,USER_7210,54.78,ATM Withdrawal,2023-03-02,58331.06,Tablet,Tokyo,Electronics,0,4,Amex,11,0
TXN_35738,USER_9778,3.32,ATM Withdrawal,2023-03-19,825.65,Tablet,London,Groceries,0,12,Discover,217,1
TXN_28382,USER_3905,18.64,Online,2023-07-07,87925.16,Laptop,Mumbai,Travel,0,5,Discover,137,0
TXN_9902,USER_1730,30.54,Online,2023-06-24,60899.66,Tablet,New York,Groceries,0,2,Visa,9,0
TXN_49027,USER_7542,135.61,Online,2023-10-03,11078.34,Tablet,Mumbai,Groceries,0,3,Amex,2,0
TXN_27337,USER_5460,101.7,ATM Withdrawal,2023-03-30,27682.83,Tablet,Mumbai,Travel,0,3,Mastercard,222,1
TXN_43621,USER_8441,424.49,Online,2023-07-29,42275.7,Tablet,Mumbai,Groceries,0,6,Amex,106,1
TXN_12315,USER_8457,10.74,Online,2023-04-09,29078.31,Tablet,Tokyo,Restaurants,0,13,Amex,4,0
TXN_21958,USER_2939,47.67,Online,2023-01-26,49104.9,Mobile,New York,Clothing,0,9,Discover,31,0
TXN_45257,USER_9436,41.66,POS,2023-11-04,35996.1,Tablet,New York,Groceries,0,3,Discover,196,0
TXN_28585,USER_1689,77.0,POS,2023-07-30,94283.34,Tablet,Tokyo,Electronics,0,10,Amex,201,1
TXN_48025,USER_2789,13.18,POS,2023-02-01,27345.08,Laptop,London,Groceries,0,4,Discover,130,0
TXN_13841,USER_4649,45.25,POS,2023-08-04,53214.12,Tablet,Mumbai,Electronics,0,5,Amex,97,0
TXN_11056,USER_9481,23.85,POS,2023-12-01,29419.98,Tablet,Mumbai,Electronics,0,11,Discover,112,1
TXN_49460,USER_6842,20.76,POS,2023-07-21,9549.72,Laptop,Tokyo,Groceries,0,5,Discover,3,0
TXN_45326,USER_8183,38.88,ATM Withdrawal,2023-09-26,85886.28,Tablet,Mumbai,Clothing,0,3,Discover,208,1
TXN_34687,USER_8061,172.51,Bank Transfer,2023-06-01,89687.27,Laptop,Sydney,Travel,0,1,Amex,223,0
TXN_32776,USER_5726,33.38,ATM Withdrawal,2023-03-02,63698.7,Laptop,Mumbai,Travel,0,14,Mastercard,211,0
TXN_38424,USER_9012,27.18,ATM Withdrawal,2023-04-04,44456.06,Tablet,New York,Travel,0,13,Visa,196,0
TXN_47345,USER_8807,26.79,Online,2023-12-05,94584.26,Tablet,Tokyo,Travel,0,6,Discover,168,0
TXN_45706,USER_3270,61.33,Online,2023-05-12,76531.63,Laptop,London,Travel,0,4,Discover,155,1
TXN_3997,USER_2724,68.16,POS,2023-12-06,46873.93,Tablet,Mumbai,Groceries,0,10,Visa,91,0
TXN_3834,USER_4327,259.31,Online,2023-06-26,2054.74,Laptop,Tokyo,Groceries,0,2,Visa,6,1
TXN_32768,USER_3774,179.91,POS,2023-11-11,2633.16,Laptop,Sydney,Travel,0,3,Discover,50,0
TXN_48592,USER_8615,61.84,POS,2023-04-28,76269.54,Laptop,Tokyo,Travel,0,13,Visa,33,0
TXN_31418,USER_5768,108.59,ATM Withdrawal,2023-09-13,33117.86,Mobile,London,Electronics,0,11,Amex,55,0
TXN_4528,USER_6919,46.77,Online,2023-11-03,64124.15,Tablet,New York,Groceries,0,8,Amex,59,0
TXN_27770,USER_8036,5.75,ATM Withdrawal,2023-03-12,12711.11,Tablet,Sydney,Groceries,0,2,Visa,135,1
TXN_30230,USER_2028,40.97,ATM Withdrawal,2023-03-20,45899.74,Mobile,Sydney,Groceries,0,14,Visa,147,0
TXN_4092,USER_1270,164.15,Online,2023-04-07,15248.96,Laptop,Tokyo,Clothing,0,13,Amex,30,0
TXN_408,USER_7833,11.73,POS,2023-06-23,88539.24,Mobile,Sydney,Clothing,1,3,Amex,70,0
TXN_18303,USER_4134,187.16,POS,2023-07-10,99931.58,Laptop,Sydney,Electronics,0,6,Discover,124,1
TXN_24377,USER_6527,65.85,Online,2023-07-09,21423.58,Tablet,Tokyo,Travel,0,12,Amex,173,1
TXN_10253,USER_2028,108.13,Bank Transfer,2023-11-02,35208.49,Laptop,Sydney,Clothing,0,11,Amex,89,0
TXN_42924,USER_7605,5.59,Bank Transfer,2023-01-06,55390.45,Tablet,Mumbai,Groceries,1,12,Discover,88,0
TXN_42901,USER_1725,33.37,POS,2023-03-26,99212.19,Mobile,Mumbai,Travel,0,14,Discover,94,0
TXN_18591,USER_6004,6.4,Bank Transfer,2023-10-13,81475.09,Laptop,London,Electronics,0,11,Visa,146,1
TXN_13258,USER_7468,116.93,Bank Transfer,2023-08-17,79408.4,Laptop,New York,Travel,0,12,Visa,115,1
TXN_38184,USER_6971,63.42,Bank Transfer,2023-06-19,87368.62,Mobile,Tokyo,Electronics,0,8,Visa,230,1
TXN_8585,USER_2892,10.13,ATM Withdrawal,2023-06-19,64112.95,Mobile,Tokyo,Restaurants,0,10,Mastercard,18,1
TXN_3226,USER_1166,58.13,ATM Withdrawal,2023-01-13,54011.48,Mobile,London,Electronics,0,14,Visa,90,0
TXN_9059,USER_7999,0.13,POS,2023-04-01,38092.26,Tablet,Mumbai,Groceries,0,14,Visa,121,0
TXN_47085,USER_2292,379.69,POS,2023-01-11,94078.68,Tablet,New York,Electronics,0,12,Visa,182,0
TXN_6481,USER_2782,45.54,Bank Transfer,2023-11-24,83778.09,Laptop,New York,Restaurants,0,7,Discover,35,1
TXN_19756,USER_9936,133.5,Online,2023-10-08,57019.38,Mobile,London,Groceries,0,5,Amex,174,1
TXN_17890,USER_7275,129.59,Bank Transfer,2023-03-16,78177.1,Mobile,Sydney,Travel,1,3,Discover,90,1
TXN_40009,USER_9638,20.41,ATM Withdrawal,2023-11-29,72023.7,Mobile,London,Travel,0,11,Amex,171,0
TXN_4768,USER_8620,115.72,ATM Withdrawal,2023-12-16,85369.65,Mobile,New York,Clothing,0,6,Mastercard,114,0
TXN_39775,USER_3924,81.58,POS,2023-09-07,32449.05,Laptop,New York,Travel,0,9,Mastercard,25,0
TXN_35873,USER_3539,12.76,Bank Transfer,2023-08-20,79639.17,Tablet,London,Travel,0,10,Amex,207,0
TXN_8841,USER_9724,56.06,POS,2023-06-29,56165.84,Tablet,Sydney,Clothing,0,10,Visa,108,0
TXN_45316,USER_1761,102.54,Online,2023-01-05,76730.16,Laptop,Mumbai,Travel,0,5,Mastercard,88,0
TXN_39705,USER_1762,18.84,POS,2023-11-29,874.72,Laptop,Mumbai,Electronics,0,6,Visa,216,0
TXN_24738,USER_5090,173.64,POS,2023-03-11,83371.01,Mobile,Mumbai,Electronics,0,2,Discover,88,1
TXN_24239,USER_1762,108.62,ATM Withdrawal,2023-09-11,86769.4,Laptop,London,Electronics,0,9,Amex,111,0
TXN_37923,USER_2244,92.99,Bank Transfer,2023-01-17,39239.01,Laptop,Sydney,Groceries,0,8,Mastercard,138,1
TXN_31751,USER_7958,13.25,ATM Withdrawal,2023-03-31,67644.64,Tablet,Tokyo,Electronics,0,14,Discover,219,1
TXN_44890,USER_8989,11.33,Online,2023-10-17,34951.5,Laptop,New York,Travel,0,2,Visa,82,1
TXN_10135,USER_9736,104.03,Bank Transfer,2023-08-06,57848.94,Tablet,London,Restaurants,0,14,Mastercard,20,0
TXN_44568,USER_5477,33.26,POS,2023-03-25,84568.61,Tablet,London,Clothing,0,13,Amex,80,0
TXN_4943,USER_5603,213.4,Online,2023-12-30,23306.76,Laptop,Mumbai,Groceries,0,11,Mastercard,2,0
TXN_37355,USER_8335,113.64,POS,2023-08-16,61657.92,Laptop,London,Clothing,0,13,Amex,38,0
